企业id,企业名称,统一社会信用代码,注册资本,category_id,keywords
2188,福建省工业设备安装有限公司,91350000158162691H,"36,000万(元)",55,石油化工|建筑工程|机械设备安装|市政公用工程|治金工程
2189,福建绿家生物科技有限公司,91350722MA32YFLM4F,"1,000万(元)",44,其他营养素|饲料添加剂|推广服务|生物技术
2190,福建美杰高树脂有限公司,91350722699020899W,"5,400万(元)",53,油墨|危险化学品|合成树脂|工程塑料|催化剂
2191,科大讯飞股份有限公司,91340000711771143J,"232,308.4333万(元)",53,广告代理|移动设备|医疗器械|计算机软|建筑设计|硬件开发
2192,科学城（广州）投资集团有限公司,914401011906700395,"403,203.0198万(元)",132,环境治理|新一代信息产业|建筑业|资产管理|城市更新
2193,科达制造股份有限公司,91440606231923486M,"194,841.9929万(元)",68,全球化|碳酸锂深加工|全行业|装备|历史目标|科达制造|陶机|战略性投资|陶瓷机械|产业链布局
2194,科顺防水科技股份有限公司,91440606231959841B,"118,087.8627万(元)",53,销售业务|技术研发|工程总承包|防水|建筑材料
2195,立讯精密工业股份有限公司,91440300760482233Q,"708,430.1477万(元)",68,全球化|制造业|立讯精密|智能制造|技术创新
2196,米易城乡融合发展投资开发有限公司,91510421MA6BBM7J80,"60,000万(元)",132,水资源|环保|农业|化工|房地产
2197,粤风环保（广东）股份有限公司,91440115088229861A,"1,001万(元)",86,清洁能源|重金属污染防治|水环境污染防治|水污染治理|危险废物经营|生态恢复|工程技术研究|室内环境检测|技术研发|互联网销售
2198,纬创资通（中山）有限公司,914420007076361689,"23,400万(美元)",53,企业产品|高附加值|电子产品|制造商|ICT
2199,纳思达股份有限公司,914404001926372834,"141,604.6938万(元)",53,印刷材料|打印显像|芯片|半导体|激光打印机
2200,维沃移动通信有限公司,91441900557262083U,"6,220万(元)",29,智能手机|品牌形象|全球市场|科技创新|智能化
2201,网思科技股份有限公司,91440101MA59J57H54,"10,000万(元)",53,自主创新|大数据|数字孪生|人工智能|全国营销网络
2202,罗定市亿信投资开发有限公司,91445381351928978W,"44,300万(元)",132,科技开发|物业管理|投资|市政公共服务|基础设施建设|房地产
2203,美盈森集团股份有限公司,91440300723000100A,"153,132.3685万(元)",53,包装|医疗器械|电子产品|化工品|环保
2204,翁源县优诚化工科技有限公司,91440229MA523NAW2K,300万(元),90,聚氨酯|聚氨酯胶黏剂|聚氨酯涂料|化工|聚氨酯树脂
2205,联合利华（中国）投资有限公司,91310000607322612A,"46,991.78万(美元)",132,品牌形象|提高社会影响力|生产基地|环保目标|可持续生活
2206,联德（广州）机械有限公司,91440116743590734E,210万(美元),54,切削工具制造|工程设计|表面处理|代管服务|技术支持|维修|铸造|机械行业|技术培训服务|喷枪
2207,联想信息产品（深圳）有限公司,91440300779886043F,"64,396.68万(元)",53,笔记本电脑|台式电脑|供应商|电子|选件
2208,联通（广东）产业互联网有限公司,91440101MA59HM2XXA,"15,000万(元)",40,云计算|大数据|物联网|中国联通
2209,聚光科技（杭州）股份有限公司,91330000734500338C,"45,251.74万(元)",53,聚光科技|生命科学|智能制造|环境监测|智能环境
2210,肇庆市源生智能汽车零部件有限公司,91441283MA5644BG5Q,"1,200万(元)",57,机械设备|制动系统|智能汽车零部件|金属铸造|五金配件
2211,肇庆市高要区环协环保技术咨询有限公司,914412835723518268,10万(元),86,环保评审服务|环保技术开发|环保工程施工|销售|环保咨询
2212,肇庆市高讯数控设备有限公司,914412026731360414,"1,000万(元)",54,机械设备|五金产品|风力发电|移动通信|智能化机器人
2213,胜宏科技（惠州）股份有限公司,91441300791200462B,"86,268.8641万(元)",20,HDIPCB|汽车电子|高密度印制线路板|5G新基建|计算机|大数据中心|印刷线路板|医疗器械|航空航天
2214,腾讯数码（天津）有限公司,911201167576023883,"9,000万(美元)",40,计算机|技术服务|软件开发|外部投资|咨询
2215,腾讯科技（上海）有限公司,913100006778230255,500万(元),40,年龄|经营理念|平台|健康发展
2216,腾讯科技（北京）有限公司,91110108772551611J,160万(美元),40,云计算|汽车驾驶|金融服务|互联网|虚拟现实
2217,腾讯科技（成都）有限公司,915101006771521538,"22,000万(美元)",40,大型企业|大成网|技术研发
2218,腾讯科技（深圳）有限公司,9144030071526726XG,200万(美元),40,玩具设计|游戏游艺设备|计算机|医疗器械销售|软件开发
2219,臼井汽车零部件（佛山）有限公司,91440600773099719R,475.7万(美元),71,机械设备|零配件|汽车零部件|销售|机械加工
2220,航天宏图信息技术股份有限公司,91110108671708384H,"18,563.6281万(元)",70,商业化|产业化|北斗|遥感|软件开发
2221,航科广软(广州)数字科技有限公司,91440106753451201X,"1,609.1837万(元)",53,地理信息|信息安全|水污染治理|电子科技|电子产品零售|环境科学|大气污染治理|软件批发|计算机网络技术|环保技术研发
2222,艾牧电子（珠海）有限公司,91440400724784357Q,100万(美元),20,通信电子产品|电子元器件|汽车电子|集成电路板|数码相机
2223,艾美特电器（深圳）有限公司,914403006188237549,"3,200万(美元)",53,空气净化器|加湿器|电暖器|电风扇|换气扇
2224,芜湖商环科技有限公司,91340200343968371A,100万(元),46,医疗器械技术引进|医疗器械技术|医疗器械销售进出口|医疗器械研发|医疗器械销售|医疗器械技术转让|医疗器械技术委托|医疗器械进出口|医疗器械技术研发|医疗器械技术外包
2225,芜湖爱舌里科技有限公司,91340200664233253P,"6,000万(元)",53,塑料制品制造|日用品销售|信息咨询|计算机科学|纸张制造成品
2226,苏州创惠生物科技有限公司,91320505MA1ME5B177,100万(元),44,实验室仪器|空气净化器|实验室工程|医药科技|生物|实验动物
2227,苏州天元土地房地产评估有限公司,91320508720683495K,300万(元),53,测绘|登记|土地使用权|物业|地价|工程建设|软件开发|数据
2228,苏州星度蓝能科技有限公司,91320585MA27NKMQXW,"1,000万(元)",68,电池|智能输配电|储能|新材料|新能源
2229,苏州深浅优视智能科技有限公司,91320594MA1XUM2F8F,271.0933万(元),53,视觉技术|计算机信息|人工智能|软件开发|设备销售
2230,苏州源展材料科技有限公司,91320594MA22GD6X3N,"2,000万(元)",62,芯片|新材料|电子|化工|半导体|高科技
2231,苏州源起材料科技有限公司,91320594MA227T3T64,500万(元),62,电子元器件|电子产品销售|电子专用材料|金属制品销售|特殊化学产品
2232,苏州热工研究院有限公司,913205084669547113,"51,395万(元)",87,环境影响|合同|热工|科技咨询|化学|计量检测|金属|独立性|测试|展会
2233,苏州珂晶达电子有限公司,91320594573823610M,"1,000万(元)",20,集成电路|电子产品|半导体器件|电子仪器
2234,苏州科达科技股份有限公司,91320500761504983A,"49,936.2806万(元)",53,视频应用解决方案|视频会议|企业|视频监控|政府
2235,苏州纳维科技有限公司,913205946617787769,"5,679.2887万(元)",53,半导体材料|进口业务|技术服务|器件|技术研究
2236,苏州舜云工程软件有限公司,91320507MA1YLP1173,629.1286万(元),53,进出口|项目审批|销售|软件开发|咨询
2237,苏州艾克特斯医疗科技有限公司,91320505MA263AYN4X,200万(元),43,医疗科技|人工智能|智能制造|服务消费机器人|工业控制计算机
2238,苏州阿卡索生物科技有限公司,91320505MA265E0790,715.7895万(元),44,化工销售|医疗器械销售|生物材料|国际贸易|医学研究
2239,英力士苯领高分子材料（佛山）有限公司,91440600745541178D,"7,809.9万(美元)",60,化工产品|市场策划|化学产品|石油产品|港口区|聚苯乙烯|销售|石化产品
2240,英微科（湖北）生物科技有限公司,91420607MA7GX7HE67,100万(元),44,技术开发|技术咨询|技术服务|法律研究|生物技术
2241,英德市实益长丰纺织有限公司,91441881694792689T,"5,000万(元)",53,进出口|批发|零售|纺织|印染|运输
2242,英潍捷基（上海）贸易有限公司,91310115787242619M,382万(美元),45,生物技术|分子生物学|生物化学|医疗器械|化工
2243,英诺德（广州）科学仪器有限公司,91440101MA5APPXXX3,500万(元),94,医药|农业|电子|教育|化工|环保
2244,英诺激光科技股份有限公司,91440300585615966X,"15,151.1482万(元)",53,激光器|微加工
2245,茂名天源石化有限公司,91440902MA4UNFK72U,"10,000万(元)",89,五金产品零售|日用杂品销售|技术交流|建筑材料销售|非金属矿及制品销售|建筑施工|技术转让|危险化学品生产|货物进出口|普通货物仓储服务
2246,茂名市华凯石化有限公司,914409045626246320,"1,000万(元)",89,加油站|化工原料|石油|炼化
2247,茂名市名富生物科技有限公司,91440982559116573K,"1,200万(元)",111,肥料|无公害化|农副产品|生物肥料|生物农业
2248,茂名市红福化学有限公司,91440900MA4W449U98,"8,000万(元)",90,专用化学产品|化学产品|货物出口|化工产品
2249,茂名港集团有限公司,91440900766570322T,"217,660万(元)",78,水路货物运输|园区管理服务|建筑材料销售|钢材销售|水泥制品销售|大数据分析服务|船舶引航服务|食品销售|机械设备租赁服务|人力资源服务
2250,茂名石化实华股份有限公司,914409001949221416,"51,987.5356万(元)",89,茂名市石港镇石港村|茂名市开发区|茂名市石港街道|茂名市西郊新区|茂名市南山区|茂名市新沙区|茂名市北山区|茂名市石港镇石港街|茂名市石港镇|中国石化
2251,荆州高新发展集团有限公司,91421000MA49C3QU7J,"100,000万(元)",53,融资|产业园区|基础设施|科技研发|物业管理|投资项目|房地产开发|环保
2252,荣耀终端有限公司,91440300MA5G49LC9K,"3,223,894.7567万(元)",53,智能手机|人工智能|企业500强|通信设备|进网许可
2253,萤雪科技(佛山)有限公司,91440604MA578K4D2D,25万(元),43,机械零件|技术推广|电子元器件零售|技术咨询|电子专用材料销售|智能仪器仪表销售|机械设备配件销售|云计算设备销售|科技中介服务|互联网销售
2254,营口机场有限公司,912108005581675392,"13,000万(元)",78,五金产品零售|食用农产品零售|电子产品销售|普通货物仓储服务|外商直接投资|停车场服务|日用百货销售|通讯设备销售|广告制作|广告发布
2255,葛兰素史克（中国）投资有限公司,91110000710920274M,"150,976.8846万(元)",132,自动化控制|工业自动化|电子产品|物流自动化
2256,蓝固（常州）新能源有限公司,91330105MA2KGRRK5K,168.4376万(元),66,新材料|电子|新能源|金属材料|环保
2257,蓝星（杭州）膜工业有限公司,913301005551639381,"5,000万(元)",53,技术开发|水处理装备|分离膜|膜元件|水处理产品
2258,虔东稀土集团股份有限公司,91360700160247926T,"15,000万(元)",68,电池|稀土|原材料|生产加工|高科技
2259,蚂蚁区块链科技（上海）有限公司,91310101MA1FPCXA3G,"10,000万(元)",38,互联网数据服务|增值电信业务|区块链|软件开发|信息系统集成服务
2260,西安中民宏远新能源有限公司,91610131MA6U4LCT87,"40,000万(元)",66,能源项目|投资|建设
2261,西安固能新材料科技有限公司,91610113MA6W0J471K,500万(元),62,固能|新材料|推广|化学材料
2262,西安杨森制药有限公司,91610000623100825C,"28,431.7164万(元)",45,杨森制药|抗生素|生物医药|神经精神学|胃肠病|生物制品
2263,西安热工研究院有限公司,916100004372015347,"300,000万(元)",66,高新技术企业|西安热工院|技术研发机构|能源电力
2264,西尔拓新（北京）环保科技咨询有限公司,91110108593816397W,500万(元),86,企业管理咨询|技术咨询|组织文化艺术交流|软件开发|会议服务
2265,西迪斯（中山）科技有限公司,914420007962371848,500万(美元),20,电子元器件|传感器|机器及机械器具|模具|汽车零配件
2266,讯狐国际科技(北京)有限公司,91110101071657405M,"1,000万(元)",53,计算机培训|计算机网络|广告宣传|软件开发|互联网服务
2267,诗华动保科技（杭州）有限公司,9133000077312956X4,"13,000万(元)",53,农业科学研究|技术开发|兽药经营|技术咨询|技术服务|进出口代理|信息技术咨询|兽药生产|货物进出口|技术进出口
2268,诺和诺德（中国）制药有限公司,91120116600537733W,"55,730万(美元)",45,生物制药|国际市场|中国市场|生产制造|研发中心
2269,谷歌信息技术（中国）有限公司,91110108795101314G,720万(美元),53,计算机系统|计算机|计算机硬件|软件开发|咨询
2270,贝克曼库尔特国际贸易（上海）有限公司,91310000583460331P,50万(美元),94,分子生物学|pH meter|生命科学|科研|实验室自动化
2271,贝特瑞新材料集团股份有限公司,914403007230429091,"110,485.2712万(元)",62,新能源材料|核心产品|石墨烯材料|电池材料
2272,贺州钟山县双文碳酸钙新材料有限公司,91451122327327582N,"5,685万(元)",62,非金属矿物制品制造|环保专用设备制造|非居住房地产租赁|机械设备租赁
